20:50:04,e6c50557e217,gridexperiment_gateway_1,0.02,127.5MiB,8.301GiB,1.50,6.37kB,2.57kB,0B,0B,3
20:50:07,e6c50557e217,gridexperiment_gateway_1,0.03,127.5MiB,8.301GiB,1.50,6.54kB,2.65kB,0B,0B,3
20:50:10,e6c50557e217,gridexperiment_gateway_1,0.02,127.5MiB,8.301GiB,1.50,6.81kB,2.65kB,0B,0B,3
20:50:13,e6c50557e217,gridexperiment_gateway_1,0.02,127.5MiB,8.301GiB,1.50,6.81kB,2.65kB,0B,0B,3
20:50:16,e6c50557e217,gridexperiment_gateway_1,0.02,127.5MiB,8.301GiB,1.50,6.81kB,2.65kB,0B,0B,3
20:50:19,e6c50557e217,gridexperiment_gateway_1,0.02,127.5MiB,8.301GiB,1.50,6.81kB,2.65kB,0B,0B,3
20:50:22,e6c50557e217,gridexperiment_gateway_1,0.02,127.3MiB,8.301GiB,1.50,6.81kB,2.65kB,0B,0B,3
20:50:26,e6c50557e217,gridexperiment_gateway_1,0.02,127.3MiB,8.301GiB,1.50,6.88kB,2.65kB,0B,0B,3
20:50:29,e6c50557e217,gridexperiment_gateway_1,0.02,127.3MiB,8.301GiB,1.50,7.08kB,2.65kB,0B,0B,3
20:50:32,e6c50557e217,gridexperiment_gateway_1,0.03,127.3MiB,8.301GiB,1.50,7.08kB,2.65kB,0B,0B,3
20:50:35,e6c50557e217,gridexperiment_gateway_1,0.02,127.3MiB,8.301GiB,1.50,7.08kB,2.65kB,0B,0B,3
20:50:38,e6c50557e217,gridexperiment_gateway_1,0.02,126.8MiB,8.301GiB,1.49,7.08kB,2.65kB,0B,0B,3
20:50:41,e6c50557e217,gridexperiment_gateway_1,0.03,126.8MiB,8.301GiB,1.49,7.08kB,2.65kB,0B,0B,3
20:50:44,e6c50557e217,gridexperiment_gateway_1,0.02,126.8MiB,8.301GiB,1.49,7.08kB,2.65kB,0B,0B,3
20:50:47,e6c50557e217,gridexperiment_gateway_1,0.02,126.8MiB,8.301GiB,1.49,7.08kB,2.65kB,0B,0B,3
20:50:50,e6c50557e217,gridexperiment_gateway_1,0.02,126.8MiB,8.301GiB,1.49,7.08kB,2.65kB,0B,0B,3
20:50:53,e6c50557e217,gridexperiment_gateway_1,0.02,126.8MiB,8.301GiB,1.49,7.08kB,2.65kB,0B,0B,3
